2000 13973
497 712 8
1323 1825 6
1151 577 9
1179 1959 9
1831 868 2
283 1948 7
436 261 8
1311 963 4
1101 1234 8
135 1690 2
1636 1001 10
58 1009 2
352 514 4
809 1140 1
1376 317 9
0 1154 1
1368 1032 2
19 1151 8
794 337 2
440 1256 7
1048 1858 1
693 1595 9
1282 640 3
1561 613 1
1686 1226 4
1597 1180 6
1650 1659 4
1155 923 6
633 940 2
1028 1676 3
843 1718 3
16 288 3
1665 72 7
757 1024 4
1410 1928 9
284 976 7
219 1723 5
432 969 7
22 1374 4
50 264 7
677 122 9
831 303 5
1620 720 1
984 1649 9
1071 337 9
632 570 4
717 1400 3
605 1658 3
803 154 1
36 578 5
582 959 8
401 1512 10
279 1329 4
974 87 10
1073 234 4
661 418 6
1873 375 8
304 1331 1
1850 740 4
1380 505 4
394 564 6
505 751 2
1413 1645 6
1329 182 9
598 82 5
1058 659 6
230 419 2
35 119 1
1762 1366 4
835 1843 9
433 207 5
749 1963 7
1808 290 2
865 359 2
1235 18 3
1954 316 1
191 681 5
1946 1369 8
1448 268 2
1007 1586 10
1395 660 6
1280 1422 2
1196 979 2
1636 1871 6
785 76 3
197 1784 10
1894 377 10
1033 479 9
806 1049 7
94 1205 8
685 95 4
359 770 9
190 312 8
1857 446 2
1277 483 5
38 1917 8
1129 1956 4
1571 107 9
791 1716 2
1508 1742 4
443 1776 3
620 944 2
1258 1635 9
1876 753 6
1378 1465 2
1610 967 10
1600 1403 8
1001 388 1
695 1034 1
323 1759 8
939 994 2
1811 1062 10
520 1040 9
223 549 7
1072 688 2
1529 1030 8
101 992 8
789 514 2
1572 576 2
1255 1803 7
1081 1045 10
966 436 5
1206 1638 7
1099 1151 7
202 766 10
695 960 2
1884 399 3
1371 1873 3
147 200 2
1842 1352 4
1457 1503 8
1529 762 2
97 1193 7
832 616 7
1119 1879 5
1674 719 6
716 1133 7
1552 567 6
1097 1478 1
115 264 4
712 1348 3
1932 716 8
1948 1939 1
454 976 8
1036 1420 10
428 861 2
822 312 1
156 1854 4
1554 715 3
282 495 2
166 128 9
1268 658 4
144 560 6
1801 1050 10
1158 20 9
1739 1266 9
549 203 5
816 108 3
102 627 4
1692 135 6
1719 281 5
203 65 4
1482 1088 1
1385 1075 9
987 197 6
452 801 10
37 1553 3
635 213 9
1030 172 7
1390 1978 1
1703 1446 7
407 624 6
1412 240 7
1235 318 2
1508 1926 9
50 1767 8
374 1872 8
127 1038 1
1014 161 7
1511 125 10
1664 1878 9
940 1576 6
614 1633 1
1974 1548 7
211 737 2
847 1055 7
838 1234 1
896 948 8
360 1460 9
1171 1050 1
1810 885 5
432 1238 8
29 687 2
1493 1696 1
88 1488 10
429 832 3
1892 877 2
161 849 1
1412 536 6
1597 1146 4
905 1454 1
827 1591 9
1216 689 4
1772 1281 6
867 390 1
752 686 1
347 805 1
1886 68 1
1166 533 2
303 688 2
600 724 6
1537 1597 10
1768 25 1
626 614 6
778 1020 3
919 1330 8
1771 17 4
337 619 10
1550 1449 2
978 460 5
1113 291 4
313 98 5
1049 686 8
1201 70 10
925 1202 8
1769 315 1
115 1893 8
571 457 7
241 536 7
1006 193 6
1572 1268 5
42 550 8
1196 1754 8
320 1655 8
1213 1393 7
362 789 10
1502 1693 1
1069 947 3
121 1751 6
1890 558 1
781 371 6
1620 1115 1
772 1593 3
1810 1061 10
625 1451 6
1573 1614 9
1451 935 6
1517 443 10
47 904 7
951 1910 9
678 239 2
1417 1874 5
1411 432 1
90 268 3
323 1031 6
1014 1407 5
64 744 4
303 923 3
645 1368 6
444 806 2
588 1695 8
1332 809 4
236 1677 9
88 1810 10
1495 377 10
1077 1650 2
886 988 1
888 435 1
1323 1725 2
368 1847 1
1877 660 3
1398 573 5
90 721 8
423 1318 8
33 1304 5
321 510 3
1044 1364 4
1772 1291 3
1585 124 6
594 1215 6
1767 1037 9
1352 951 10
918 1822 2
1438 1230 5
1739 835 8
253 191 3
1064 1014 6
759 1146 8
1069 1532 1
350 984 9
1140 849 2
1240 1008 5
1836 554 5
619 1984 1
1126 1483 1
801 1429 8
1666 994 9
1681 1216 3
1666 476 10
1552 1476 7
1765 1279 6
129 1136 9
1896 452 10
1618 570 3
701 1448 5
1344 1691 2
201 266 8
1160 1439 9
791 494 1
1120 740 1
596 513 4
1149 327 1
859 1352 10
1117 999 10
741 1517 3
983 537 8
171 1666 1
315 277 3
96 149 2
1964 1534 2
765 1380 8
1310 1354 8
1770 217 2
1640 462 1
9 1296 10
1642 1088 4
1816 1126 1
348 567 9
1238 574 7
1004 1689 3
1835 567 1
345 975 5
1841 1899 4
201 647 5
1850 1840 9
1934 1355 10
495 319 1
390 320 1
1938 293 1
670 848 5
148 1246 6
1576 64 9
60 1360 8
822 1881 4
1060 387 5
1342 1934 9
701 355 3
558 842 7
1898 1544 5
923 1780 7
1938 1579 7
1869 1940 9
1783 1705 10
872 1352 4
1853 1990 8
114 1000 9
1484 553 4
778 1727 4
1883 678 1
305 1665 4
314 1221 2
64 564 9
215 311 9
1515 428 6
1689 40 4
32 756 2
643 558 5
370 1627 1
1319 399 10
1858 1454 7
613 1843 9
683 473 1
355 479 5
1933 680 4
944 944 8
356 1264 2
1769 1043 2
1570 1636 7
660 1242 5
457 1625 1
1536 1531 10
326 964 1
1576 1167 2
50 851 4
1955 1986 10
404 1691 10
950 562 8
1696 1495 8
1292 1710 8
2 1126 9
1526 1860 4
888 890 4
198 1102 4
162 1034 5
943 467 2
1870 1604 9
564 1375 10
365 1151 8
267 135 1
822 895 3
989 1583 9
188 1340 1
1514 10 2
359 19 9
1466 1031 4
1815 84 6
985 1801 3
1441 1281 6
195 755 7
257 1377 10
1491 1721 2
466 1407 2
982 1443 5
1299 1407 10
1384 267 9
1491 1875 9
1385 1303 10
953 1547 8
700 1268 10
1369 786 2
1281 295 2
587 1517 9
643 1254 3
489 1690 3
1699 449 3
749 1683 5
1931 131 5
1707 237 9
842 327 5
313 1296 2
250 819 7
898 97 5
361 1368 8
571 1316 5
1400 836 5
347 229 8
1891 190 10
445 1548 9
1775 1490 7
1172 1862 6
1513 1321 6
1380 588 6
914 1512 2
624 1443 3
323 10 10
987 764 6
667 1094 1
1353 1740 6
146 1570 10
320 256 2
1289 547 8
1444 449 8
724 587 8
172 748 4
1592 1701 10
1372 169 9
360 632 7
1255 327 3
402 1343 7
1112 337 10
20 233 3
1051 1502 3
1975 1419 4
542 1752 1
260 82 10
1415 1180 3
1881 696 9
317 1816 5
1462 1229 9
1112 1656 4
602 1365 4
981 1286 9
867 1373 2
595 399 9
1960 1439 1
1066 1725 1
464 709 7
902 466 2
1193 1048 1
666 295 10
1045 1529 5
752 850 8
979 249 8
491 1101 4
1708 1315 2
1998 138 10
591 1530 8
1209 784 6
461 1544 8
328 1710 5
1198 1551 10
430 648 7
1177 1181 2
1356 626 7
1755 1765 9
1875 1036 6
1477 1652 3
41 1965 7
1571 1678 2
502 227 8
1593 332 2
1471 303 10
449 1033 2
781 1418 6
1209 1144 4
1541 400 7
671 1270 10
650 981 9
195 703 3
315 26 9
889 857 5
1871 971 6
1162 756 3
1714 521 10
1043 397 2
101 1789 6
209 1959 4
601 1393 4
622 859 2
1080 1878 10
1787 1452 10
1065 431 9
1861 539 10
1029 1881 4
1585 170 7
1603 1300 1
1902 715 8
1655 1942 10
613 71 3
57 1791 10
1471 205 1
1854 878 3
54 1202 9
475 698 9
462 1126 6
818 312 6
1156 162 2
1539 808 2
1933 645 10
1255 1908 10
198 365 6
403 732 7
1077 1505 1
817 624 9
1545 428 4
1885 1388 5
369 119 9
122 1833 9
92 142 3
884 455 3
1757 1602 4
705 148 4
857 985 8
1314 628 7
1552 1035 6
838 252 8
1797 1720 5
697 236 8
584 611 8
52 1117 2
1931 162 5
446 778 10
53 879 9
1886 993 9
1269 456 6
1443 1825 6
247 68 3
285 75 4
363 1090 8
1892 1070 8
411 612 8
553 1009 10
737 826 6
405 1184 8
1075 1000 8
1990 927 8
747 552 9
858 36 1
85 255 6
962 57 4
804 1472 6
1815 885 7
838 693 9
1676 640 10
463 538 3
1066 1523 2
743 1175 5
1271 249 3
556 33 8
214 690 5
432 1895 4
1872 793 6
1503 1118 1
1713 438 1
1868 475 2
364 997 4
1244 1461 4
528 1980 1
37 1004 9
710 1464 5
455 1889 3
1585 1260 6
1617 859 5
1704 1989 2
1194 124 8
1626 829 9
828 1142 9
1752 1439 5
56 1202 8
513 441 3
166 1212 6
517 486 3
1681 310 9
1963 483 5
1327 1790 2
530 1060 7
1829 1637 1
1065 1573 8
1682 968 7
770 793 4
654 986 6
1489 1229 1
240 190 6
565 1859 5
1369 194 1
809 746 10
1086 873 10
850 49 3
1877 498 3
1945 307 10
1296 1940 10
1334 1593 4
1326 118 1
1122 680 8
1302 483 3
1964 1287 6
843 1515 8
1737 1357 5
744 452 9
1405 840 9
262 815 6
1641 1043 1
1134 1113 5
475 183 2
411 1928 2
728 664 9
386 644 7
441 696 4
1220 642 4
41 1393 9
697 596 9
1565 611 4
308 1982 9
994 503 10
1262 1215 9
521 18 10
1538 1479 10
1135 1071 3
577 129 6
391 813 3
647 1367 3
1511 189 7
1648 69 8
1267 693 9
1610 938 8
1918 27 3
68 1218 8
1773 847 1
1307 240 6
1243 1302 6
1390 1544 2
127 163 5
127 665 7
251 906 6
819 1947 7
316 1413 10
571 1581 6
341 622 7
101 1727 9
1691 1954 2
1636 1514 1
864 529 7
1123 1348 2
146 1631 9
1317 99 9
498 630 5
915 180 10
1702 1166 3
1521 661 6
74 477 10
830 939 9
1362 1458 5
459 779 7
1410 1860 10
1644 1911 6
263 116 9
1139 1572 7
605 461 2
1825 209 5
435 1349 1
1331 1987 3
1944 1745 7
1032 1755 4
501 1095 6
682 856 5
1566 325 6
830 347 1
240 710 1
1320 974 1
1867 1323 3
721 1302 3
270 1132 2
43 741 4
1926 987 2
1913 1457 3
792 1285 2
601 1633 3
137 883 4
7 84 9
1870 1491 3
1923 956 5
877 640 8
861 1350 8
1031 1430 8
353 862 9
765 1475 4
248 335 4
15 845 8
1800 534 1
1494 1241 7
439 978 3
778 1659 9
1543 310 2
92 1446 1
1751 140 8
928 788 5
27 525 9
1622 1889 8
1775 117 2
475 1026 1
1970 1352 9
1725 1427 5
1276 1646 1
1683 1946 9
1300 169 8
1027 257 6
1271 974 9
1736 1329 2
111 1541 7
1346 1415 5
600 94 6
1570 89 8
1266 196 2
1062 1974 7
543 1668 7
1973 465 5
1421 980 10
1420 95 10
256 173 9
1384 412 7
1799 494 2
1611 1504 10
1599 653 6
632 609 5
272 1932 5
1923 303 7
509 458 3
1367 1763 9
521 890 2
661 1717 9
1938 871 7
1434 1874 9
145 1533 10
1219 413 1
1979 1726 4
1763 1586 8
1041 1633 9
505 798 5
678 1906 1
1115 1915 4
218 1430 2
363 1989 2
813 1427 5
1108 1873 3
62 44 10
272 326 6
320 785 3
1245 1012 8
525 382 5
942 1061 3
1029 342 6
1286 1995 1
881 284 6
1720 832 9
756 30 1
229 172 6
732 861 10
341 1968 8
47 794 5
1241 1616 8
1921 964 3
1489 224 8
1535 1718 4
1488 870 9
720 305 4
1769 60 8
757 1030 7
995 949 4
1654 939 7
1699 462 8
831 951 6
1785 1798 9
1093 1452 7
1723 342 5
778 548 4
1244 1392 3
560 1277 8
1940 1257 7
360 1047 4
230 1878 7
410 1011 3
366 987 10
1649 1138 10
1567 447 3
543 1241 3
676 464 9
239 270 3
26 1365 5
819 1887 7
1321 639 6
1045 547 6
1294 545 8
1546 755 3
1732 1368 1
1632 441 7
1042 1045 9
856 1886 2
104 265 3
1697 1566 9
828 153 10
1323 1505 1
968 43 7
873 791 3
1611 906 1
966 1056 8
1946 1570 7
1495 651 2
1938 1729 6
1919 367 10
1579 197 3
158 605 5
1592 624 2
1419 588 4
883 1979 3
1371 282 10
45 690 5
1961 701 2
185 1511 6
1702 1268 2
366 1188 8
332 1115 8
233 310 1
55 702 1
1005 1583 9
397 1966 2
20 1287 8
1851 1720 4
90 951 6
1313 266 7
648 410 1
1223 1692 2
213 1385 10
519 745 3
289 44 2
1900 537 1
1880 545 9
134 234 1
1552 1793 4
604 47 6
191 1866 8
516 1946 7
474 1220 4
1933 812 9
1419 953 7
1193 914 7
148 700 10
91 310 6
807 172 9
1062 1088 3
1421 1263 6
755 425 5
1946 1088 6
1600 425 5
1675 1692 5
1341 1362 4
1822 593 2
994 927 1
298 1523 5
538 348 4
47 1285 3
1682 1054 5
753 1368 1
1470 1658 6
838 1963 2
1091 1933 2
646 1769 6
336 342 1
1464 304 10
956 1058 10
1221 1852 9
1921 169 3
1434 547 6
1942 342 1
764 572 2
1690 1755 1
152 1626 7
1276 1099 3
442 70 2
1881 1644 3
1142 1780 7
686 58 5
1945 1647 6
1100 339 9
581 1265 8
551 81 5
1176 1592 1
735 1287 8
233 1039 9
768 428 2
1357 1494 10
1363 1244 10
1145 727 8
852 866 2
1163 1339 9
144 1295 4
1128 1736 8
406 1571 3
335 1001 10
1630 324 6
355 1458 8
1696 1376 9
1025 681 8
1134 31 4
908 1653 2
1774 810 8
824 375 5
462 1794 6
118 11 6
1739 799 7
1277 1264 9
685 1830 5
609 163 7
426 194 2
325 1999 6
1931 652 3
1207 1297 2
1944 282 6
1656 772 2
1013 53 10
695 1683 8
1136 958 5
231 1558 1
720 1904 3
737 708 7
1615 1630 8
621 780 3
196 1092 5
1778 455 1
1513 324 8
500 630 5
716 109 2
1202 957 1
1916 1115 3
267 705 8
571 539 7
1820 664 5
1268 1536 10
1413 924 2
1073 489 7
461 531 10
255 984 6
1557 484 1
1087 763 7
1504 1569 8
322 1778 2
1976 1527 6
1463 1739 4
1112 1813 4
1675 1150 7
499 1783 3
1592 1893 1
1631 1651 7
1497 1628 4
798 1181 6
1560 1792 9
830 805 10
58 585 9
496 1169 2
1379 1887 1
1148 1633 6
676 551 1
524 1719 3
1091 57 10
700 1273 3
469 748 2
1644 1373 10
737 1253 5
578 819 9
1663 862 1
764 386 9
1067 441 9
518 987 7
95 1164 4
650 1257 8
1847 692 5
91 613 7
1629 1712 7
555 1615 10
168 1945 9
1473 823 3
633 1043 3
1249 505 2
1294 622 10
1737 903 1
1396 1552 7
251 2 5
627 1573 1
1784 114 3
1869 285 6
1084 1476 7
1923 875 2
1711 685 5
910 774 5
641 436 8
1739 31 2
969 559 3
886 1291 6
1548 387 6
6 1780 10
630 798 4
1880 1597 3
725 1107 6
85 217 7
903 698 2
596 1397 6
547 295 3
365 55 10
1675 439 6
52 133 6
567 287 3
1077 1117 7
1817 623 5
378 1634 10
1145 770 8
816 1944 10
445 1000 5
1897 464 5
1558 1533 5
617 951 10
1543 1410 1
33 1824 7
1913 763 10
397 1133 7
1298 1556 10
607 1207 7
1625 1894 3
205 1095 5
1714 1415 7
1221 1840 5
67 781 9
932 1152 10
161 275 7
1590 709 6
1688 1302 3
1253 1121 2
1659 665 10
693 585 5
9 1174 7
1913 574 5
759 865 5
510 568 5
1826 207 1
1480 1839 3
792 421 6
997 1906 2
1588 202 1
1799 1916 2
692 797 5
1743 1797 10
1767 1462 9
321 1132 1
708 1917 3
1438 1611 1
1135 48 8
313 863 10
1853 1325 5
448 1459 1
797 1843 1
287 121 1
1294 424 7
1130 1267 9
1448 306 8
705 1217 10
90 55 10
1378 93 1
1053 595 1
1189 1962 2
711 639 10
923 1873 5
884 191 10
1940 625 8
1351 1928 5
372 1011 3
693 1447 7
920 967 4
935 640 3
1715 157 3
1674 986 1
217 1249 3
1382 1520 3
430 679 5
933 117 2
21 1758 7
230 1612 3
1499 597 6
1365 1673 4
287 616 2
985 369 7
1561 370 6
788 1908 3
811 414 9
885 1387 2
334 523 5
101 505 5
1623 1247 9
1306 1781 3
1347 575 4
603 18 5
1067 1051 10
1269 517 9
1885 788 7
1020 664 4
1300 471 9
964 1111 2
1758 380 7
1303 1488 6
269 558 10
1597 1688 9
1051 457 5
659 792 6
1760 1471 9
1689 1222 2
1599 1630 2
730 466 8
1021 276 2
182 151 5
1 1048 7
1380 704 2
1880 64 6
573 1432 10
1985 940 8
312 657 7
855 317 6
320 1015 1
1689 1106 2
896 1948 3
460 1331 4
503 1923 1
1746 1441 7
364 475 10
625 1900 5
268 1714 8
1012 1100 1
889 474 7
722 1192 3
1845 1187 10
467 988 9
642 912 9
352 939 10
322 1654 1
1126 1728 1
263 317 7
1219 767 9
1991 793 10
410 1170 8
1836 117 5
415 566 5
1755 1637 4
1559 1770 6
1653 1532 10
522 1232 9
465 1321 2
513 328 7
1855 1763 3
1014 309 10
578 286 4
866 226 7
330 1445 2
811 1017 4
1110 604 4
438 1814 4
1549 294 4
1157 1327 8
1336 1887 9
194 221 4
343 1292 2
979 231 10
1515 1611 7
236 1248 4
551 1175 1
702 1842 10
1660 664 1
1597 49 4
793 1672 1
935 1953 5
1702 906 7
1012 854 6
788 317 2
493 1695 6
854 421 5
45 37 9
287 799 10
1549 1676 4
1153 1392 5
1682 1072 1
1556 633 8
1807 412 3
290 1720 8
1507 1955 7
1752 1451 9
94 736 2
1352 1672 3
1473 219 9
89 1520 4
1574 436 10
720 1078 5
1265 1066 5
937 92 3
84 1449 6
1600 1185 1
1390 1433 1
811 297 10
986 307 3
1668 1273 5
1470 733 7
860 1074 7
1906 1254 10
300 447 1
330 333 8
1284 880 2
1828 92 1
933 127 1
423 1123 10
189 1797 6
1914 507 4
359 682 2
441 306 9
259 183 6
1587 453 9
1872 1767 8
938 7 5
1422 799 5
22 1280 6
1904 1484 6
199 355 4
1516 834 1
1514 1800 5
629 1609 2
1660 423 6
1458 799 5
1154 1649 2
1703 342 7
256 737 2
260 377 8
1005 18 9
1302 877 9
386 135 9
899 1750 10
1022 1614 1
1475 1561 2
1637 387 7
71 184 3
1545 1349 4
909 401 8
506 1486 4
1582 1611 8
1151 1883 1
1806 143 8
252 1359 7
884 1776 3
1899 1544 4
277 405 8
1745 582 8
676 824 3
1933 1984 5
1413 738 1
1119 1684 4
1358 997 1
1782 164 1
1822 496 4
1100 270 8
729 1741 3
1380 1400 7
187 641 3
762 914 3
891 687 4
16 1926 5
1244 570 5
1009 585 7
566 826 5
677 484 2
180 176 5
95 1486 2
38 1819 2
547 1666 6
726 530 7
1245 846 10
761 744 2
357 1943 5
844 951 1
851 769 9
862 970 9
174 476 6
217 920 8
1438 1832 9
1954 1215 5
970 713 7
1440 1360 1
48 919 5
1703 1503 1
1380 719 4
196 66 8
696 69 8
981 1134 2
227 1942 10
929 1803 1
1379 1283 8
646 4 3
90 1432 8
843 1530 9
931 361 7
157 89 6
1231 446 6
1655 1916 4
942 1975 4
935 1187 4
1627 762 2
695 348 10
985 1179 4
662 820 5
1826 1957 8
346 137 2
981 1711 1
953 527 7
1893 26 9
1075 378 2
1690 469 3
640 779 4
710 2 4
296 671 4
115 341 8
1359 1355 9
891 1410 5
1710 1657 9
330 1542 6
1088 779 9
662 1810 10
1492 12 2
660 107 7
799 1839 2
419 1920 2
446 243 5
671 1841 8
1376 136 4
1011 917 7
1747 100 4
1195 1607 8
1700 120 1
391 1733 10
425 997 4
1766 1485 4
860 1351 9
432 493 3
95 735 1
1004 0 7
173 710 4
727 1881 10
1531 1152 8
1405 997 10
1526 212 5
536 1380 2
1974 1687 5
992 1172 6
462 1518 10
483 1556 8
389 1451 9
200 1736 4
97 827 1
853 1605 8
1418 1612 2
470 1060 10
876 744 6
851 453 9
1530 974 1
1215 888 4
1335 689 1
617 608 9
128 1442 10
1182 1077 2
1827 256 6
641 1197 2
1123 934 1
92 556 3
1573 1434 5
1943 1720 4
1860 1935 10
750 1166 6
1026 56 3
396 18 2
1562 165 8
1343 640 1
1276 562 7
264 1510 7
1217 1888 6
1663 1278 7
1868 2 9
1749 1534 1
1857 945 6
1275 418 7
160 855 3
1241 294 7
1931 339 9
447 917 1
1895 168 5
51 79 1
410 66 9
169 390 6
251 891 6
153 1367 3
1080 1116 10
542 1416 4
1374 1669 7
1457 983 6
1598 1159 5
322 673 4
1192 821 7
1165 638 4
1856 322 9
435 1536 3
1344 1531 5
1580 556 4
1048 1184 1
1495 1951 7
1194 1230 9
1982 657 1
450 609 2
1191 394 2
529 478 5
632 1864 9
105 1411 6
1915 686 1
373 22 3
1000 446 8
240 696 3
311 166 9
198 1670 2
106 295 9
228 1177 2
1606 1490 9
1282 702 5
1692 340 10
1168 459 2
229 602 5
348 703 9
877 1838 6
1489 1984 6
50 1442 4
1213 78 1
1180 1078 5
1516 1712 6
517 1150 9
1216 377 6
1472 368 9
1932 216 3
15 968 4
760 735 1
515 381 6
1313 1188 5
882 1199 8
581 1194 1
1892 1049 8
422 664 5
176 1587 2
936 608 6
813 1157 6
769 277 6
1560 863 9
387 938 2
1920 1813 5
960 969 4
526 662 3
1461 1203 5
41 269 4
1875 502 10
969 482 8
84 1204 4
223 23 10
501 264 8
1794 1961 7
76 431 1
732 473 7
1487 1313 1
299 688 4
216 874 9
687 774 4
1455 119 2
749 757 9
1327 1021 4
190 609 7
661 351 3
1654 247 1
256 1599 2
1250 809 7
1695 138 1
1506 1033 2
225 1245 4
557 1426 10
389 672 6
1768 1544 2
549 236 2
286 1328 9
1416 955 7
1624 1865 3
1228 129 9
1048 266 3
663 1671 10
1571 1543 6
1408 222 3
238 1949 4
706 936 8
1003 1580 5
861 1455 10
1139 1854 3
1634 28 6
396 1470 10
1249 197 6
961 773 2
761 1059 2
1706 1708 8
1189 1313 2
72 1334 5
1799 1755 9
972 729 4
507 1876 8
1705 1313 2
1645 735 4
584 120 2
792 454 7
1154 781 10
1189 98 3
1057 1849 8
100 1029 9
347 449 10
769 1191 9
221 1315 4
1664 1265 9
225 1972 8
212 388 7
619 451 5
471 1844 5
19 310 8
1471 713 6
517 981 8
1289 614 10
155 782 3
269 459 4
1665 1456 6
708 866 10
1151 1653 8
1521 980 1
1822 1399 6
212 258 1
1192 147 1
14 751 3
1308 13 3
1612 1714 4
913 713 7
1591 1744 5
1484 1272 7
758 1874 1
259 1887 2
1704 2 6
857 58 5
1176 284 5
671 1536 9
725 1045 10
870 1021 9
791 1817 6
1661 162 1
883 167 8
313 1277 8
609 1359 7
1781 1946 10
1300 385 9
407 1562 10
950 957 10
1803 720 7
151 596 2
1346 1550 7
7 297 9
928 79 5
1007 1908 9
1728 1500 10
738 1624 8
1622 705 9
1043 1621 6
749 1339 1
1341 1535 10
1650 840 9
918 693 6
1204 1937 1
721 1498 8
1496 1936 8
455 1226 1
1144 627 4
1241 938 1
1875 1396 4
892 1661 8
281 781 10
203 115 4
1876 910 8
1787 1286 3
1092 429 1
22 1094 4
92 1682 5
1226 520 5
139 517 5
1613 187 9
76 1661 4
793 128 2
919 225 4
1124 483 8
156 1467 5
860 874 4
986 1173 10
985 1996 10
1866 1031 7
1069 1571 5
1161 1355 3
1716 37 5
1813 1511 2
609 1958 9
1976 284 4
386 436 5
1994 23 9
1642 1536 3
1208 1885 8
1247 1734 7
462 1285 5
1406 262 3
862 652 5
1203 1302 4
892 653 9
1718 1881 5
710 795 9
398 1809 1
1409 1094 6
185 1000 1
871 61 2
1223 825 1
1237 1965 3
1386 1206 3
1479 431 5
753 1847 4
748 448 4
16 1293 5
82 601 8
271 1381 8
1469 1982 2
261 1971 2
950 1349 3
91 347 9
1649 1758 6
1249 458 6
1890 575 6
1634 922 7
1616 541 8
216 1165 9
1647 334 1
1170 1080 2
824 1676 7
770 617 10
1183 946 9
1734 1947 10
1775 1897 3
1449 90 10
533 1599 5
913 1304 1
538 1133 10
1640 1783 9
1460 201 10
826 813 4
1518 1591 10
339 1840 7
364 1457 9
152 1085 3
39 871 7
1010 54 1
1665 528 7
398 1371 1
710 478 1
1234 651 9
605 785 10
1305 1402 7
527 1524 10
1950 890 5
1497 563 8
1447 1076 9
1730 1945 9
809 505 3
839 1120 10
778 424 8
1706 1793 10
1552 574 7
739 1768 5
846 201 5
1252 1978 7
671 671 4
634 241 7
72 116 10
642 1040 9
656 606 7
154 1203 10
880 913 5
1424 1796 1
507 804 6
524 1536 7
832 1629 2
949 1496 9
747 893 8
79 1649 1
733 1447 5
605 270 9
1821 835 4
1158 999 6
453 1337 4
1702 1041 1
495 799 6
1812 257 2
987 600 7
441 1828 10
503 1340 9
1238 1257 8
95 1951 4
203 1003 10
689 989 3
1953 1012 9
530 104 6
1092 1368 6
1357 1314 7
1005 762 10
1865 1516 9
302 1735 7
665 1286 8
897 1586 2
1247 541 1
657 203 4
1499 1963 2
1920 770 5
96 1648 3
286 602 5
1890 858 3
1363 1526 10
356 1440 2
139 710 1
1070 981 3
1417 736 2
1961 1792 2
1246 687 5
1197 1502 3
1708 1455 6
1588 320 6
1356 1846 3
1895 222 7
613 1939 7
170 1812 1
67 659 3
413 1566 8
1714 831 8
186 1281 2
1797 297 9
398 1705 3
341 608 10
77 1976 7
920 1352 7
1626 1412 10
96 430 6
433 1463 6
1195 501 1
1835 1949 1
592 673 8
738 814 7
1675 149 9
1008 1540 2
1719 1670 2
219 1534 10
567 1520 4
1708 167 10
573 146 7
204 1144 2
655 819 4
1199 1634 10
57 1751 9
1692 948 9
819 486 7
1732 790 1
1275 532 8
609 432 6
1866 1632 2
1323 552 3
302 866 7
1550 1243 10
609 136 3
1128 621 3
188 1868 4
285 545 3
1015 1710 10
1403 659 8
17 1071 9
1581 1801 10
1750 1977 7
786 1250 6
355 1395 2
877 1533 6
931 82 9
1500 308 5
273 1385 6
1146 1337 4
1881 945 7
1216 1171 7
524 486 6
422 1272 10
1778 1783 10
14 1906 8
1123 991 8
1914 1546 1
375 1069 4
1508 685 10
1314 1974 2
974 201 6
1593 1403 10
852 1204 9
1692 84 6
838 158 1
1040 1851 1
1635 69 9
1400 39 9
783 702 6
995 143 9
389 1241 4
1690 1101 4
778 330 8
1769 752 9
1304 1586 9
643 1266 1
121 1719 7
1455 1257 5
1295 1379 6
1082 536 3
137 506 8
809 1604 1
1521 1231 1
780 725 7
271 1560 7
46 371 9
1217 37 3
97 1281 5
742 1068 9
143 514 8
1935 171 4
1664 912 7
151 553 1
55 1739 5
495 1930 8
790 1708 6
1834 1474 10
1033 939 10
456 1755 6
146 487 3
428 1432 3
389 900 8
1344 1920 5
1236 1905 10
1218 643 4
204 1777 9
1558 68 3
358 1717 2
334 483 5
229 49 3
225 1511 4
1898 937 9
368 120 6
352 943 1
1768 212 6
1398 1701 8
271 592 9
315 287 8
1985 1828 9
1869 516 8
839 49 3
1907 1806 2
638 1208 3
1806 633 8
54 1816 8
1485 90 3
117 1842 9
658 1220 10
34 832 9
1572 1263 1
1807 1237 5
1602 758 3
333 1221 3
308 212 3
1091 766 9
1543 657 6
732 1755 5
743 1605 7
468 274 9
21 356 3
1940 1978 5
896 1747 1
185 1240 3
1401 1733 6
119 76 8
1941 1242 5
12 1209 8
1745 128 7
430 1225 5
1490 1522 10
1558 1623 10
1485 1615 8
1511 914 2
491 1064 1
1992 988 3
1764 299 2
81 428 2
1393 1885 10
877 900 10
1593 659 2
806 1455 5
377 287 2
1887 844 4
1791 1034 4
169 527 2
1752 1527 6
823 1932 6
1354 1254 6
96 1498 2
1043 852 3
1098 1170 3
696 199 8
1619 322 4
981 390 1
368 1952 4
1662 1092 4
1078 1693 10
49 1614 5
598 712 3
1735 892 8
1780 1818 10
666 980 9
1543 614 6
458 1756 3
701 1206 8
688 169 3
1591 558 10
106 13 5
194 1727 4
1021 238 7
304 1911 4
1747 785 1
158 1688 5
1137 309 7
1649 1528 9
51 909 8
1095 845 5
1610 1975 9
1028 577 10
1878 1689 8
1190 360 2
567 501 10
30 957 9
1991 134 5
1076 1141 6
62 1699 2
1869 37 1
1987 1439 3
1109 339 5
1115 771 9
782 1671 3
1054 291 5
377 700 7
1755 1550 1
1612 233 1
1691 1442 5
1761 1589 2
793 136 6
704 664 4
1480 983 7
